Country,Region,City,Population,Census_Year,Census_Date,Budget_USD,Actual_Spent_USD,Delay_Days,Census_Status,Supervisor,Households_Surveyed,Field_Workers,Data_Quality_Score
Brazil,North,City_172,564146,2006,28/05/2006,4008264.21,4054788.9,,Delayed,John Doe,5992,22,83.6
Australia,North,City_236,4758262,2013,05/02/2013,99439.79,144822.64,110,Cancelled,John Doe,811,32,88.43
China,East,City_449,1220022,2003,05/03/2003,3338490.5,3382195.32,,,Wei Zhang,4584,35,
China,North,City_391,2801412,2006,08/05/2006,745081.6,741686.02,75,Delayed,Wei Zhang,2227,27,
Australia,North,City_157,2525729,2005,03/05/2005,4486946.93,4512129.55,0,Delayed,Wei Zhang,7852,22,
Canada,Central,City_493,2180596,2020,18/08/2020,4099328.37,4140283.76,0,,John Doe,6628,18,59.77
UK,North,City_300,2512832,1998,24/12/1998,781655.55,811648.73,83,,Wei Zhang,8323,39,71.04
USA,Central,City_426,133640,1998,26/10/1998,372501.66,381830.15,,Completed,John Doe,4001,22,
China,North,City_463,1636943,2020,16/04/2020,1625829.12,1629541.33,132,Completed,,2376,28,73.74
Australia,East,City_111,3380904,2006,14/05/2006,4004204.49,4047584.37,174,,,2592,27,62.84
UK,West,City_246,3539945,2006,27/02/2006,3640514.93,3639736.33,172,Completed,,7014,10,
Brazil,West,City_427,2516611,1998,15/09/1998,4370780.74,4409913.8,,In Progress,Ali Khan,7443,49,56.55
Germany,West,City_389,3063341,2016,07/02/2016,2489443.95,2532698.79,,Cancelled,,9931,9,88.11
China,Central,City_272,831885,2011,18/07/2011,1021317.83,1050832.13,165,Delayed,,3995,5,81.75
Canada,South,City_161,486996,2000,12/03/2000,3147266.46,3193921.32,0,Delayed,Ali Khan,1246,5,54.25
India,Central,City_495,4513935,2004,15/11/2004,4330909.56,4376989.58,6,In Progress,John Doe,2047,23,98.41
South Africa,North,City_37,1331938,2010,06/11/2010,4172348.5,4208727.15,,Cancelled,Ali Khan,6457,31,53.96
Brazil,North,City_93,3678801,1997,23/02/1997,1688996.74,1706623.45,0,In Progress,,7749,22,56.04
USA,North,City_41,4304701,2003,13/03/2003,2629190,2638694.67,99,Delayed,,8543,31,89.19
China,East,City_433,2823141,2019,27/05/2019,414426.91,461220.65,0,Delayed,John Doe,8474,33,73.93
South Africa,East,City_137,3759170,2009,25/09/2009,2506252.72,2531930.67,,Cancelled,Wei Zhang,8156,32,63.57
USA,Central,City_177,1938450,2010,05/06/2010,945314.27,950055.1,0,Completed,John Doe,7484,6,60.62
Brazil,East,City_15,531422,2014,24/06/2014,2471862.43,2491577.24,0,Completed,,6522,34,54.17
India,South,City_243,3900628,2014,28/11/2014,531086.07,565692.81,,,John Doe,1831,47,88.11
USA,East,City_492,815443,2012,16/06/2012,2010884.04,2033456.77,0,,John Doe,296,11,85.18
Nigeria,Central,City_143,2328665,2020,28/04/2020,3620701.36,3647284.21,1,,John Doe,853,34,84.59
Brazil,South,City_108,1230787,1999,16/02/1999,2080959.08,2103844.03,23,Delayed,,6146,28,95.61
Canada,North,City_378,138388,2014,21/04/2014,3642727.68,3638626.91,,In Progress,,525,30,70.43
India,East,City_195,4341065,1997,11/01/1997,1592606,1595114.86,0,Completed,John Doe,5213,4,53.56
Canada,East,City_380,3890476,2009,07/07/2009,759185.34,796130.01,,In Progress,Ali Khan,5452,31,86.81
Brazil,East,City_403,2427837,2014,26/09/2014,2101031.64,2105678.27,166,Completed,Ali Khan,5850,22,54.17
Australia,East,City_320,1896910,2015,24/08/2015,10411.29,48697.66,0,,John Doe,9575,15,54.78
Nigeria,East,City_176,2598056,1996,02/08/1996,3142223.92,3162429.73,0,,Ali Khan,6097,29,76.74
UK,South,City_104,1410399,2005,10/05/2005,231563.29,274062.76,0,In Progress,Wei Zhang,1137,43,
UK,North,City_74,3206249,2011,01/08/2011,2385304.71,2414122.17,0,Cancelled,Wei Zhang,8812,33,58.26
Nigeria,Central,City_222,2332438,1999,03/01/1999,2216684.33,2232224.26,0,Completed,Jane Smith,4466,33,
Nigeria,Central,City_184,126437,2020,18/07/2020,2932103.14,2959684.8,0,Cancelled,,3011,5,62.36
Nigeria,West,City_389,280538,2012,28/08/2012,4707035.96,4716631.95,0,,John Doe,2328,10,77.44
UK,Central,City_437,1478150,2002,27/10/2002,713433.64,720440.36,,,Wei Zhang,3314,9,85.38
Australia,North,City_412,3436122,2018,12/07/2018,4638513.74,4641086.91,,In Progress,John Doe,5816,38,50.61
Nigeria,East,City_359,2212151,2006,21/10/2006,3313465.24,3345502.37,,Completed,,2571,36,96.63
Brazil,West,City_91,2031775,1999,08/04/1999,1792387.08,1816191.92,,In Progress,,3128,21,97.57
UK,South,City_393,3836848,2008,17/07/2008,684347.98,703304.19,0,Cancelled,Ali Khan,2583,24,66.77
Brazil,North,City_317,755501,2020,16/04/2020,464759.24,498086.68,0,In Progress,Wei Zhang,375,19,54.05
South Africa,West,City_49,,2022,17/02/2022,153642.83,148785.59,,,,4649,28,97.42
Brazil,South,City_204,340172,2006,06/08/2006,3360605.86,3403462.49,113,,,5535,7,81.56
USA,North,City_6,1309864,2015,22/07/2015,565933.05,564663.27,0,In Progress,Wei Zhang,1408,5,50.94
UK,Central,City_450,2610623,1996,18/04/1996,1689834.09,1692404.79,89,In Progress,,5788,19,64.81
Canada,North,City_446,929121,2022,13/04/2022,4085864.2,4112661.57,,Cancelled,Ali Khan,8001,9,52.02
Brazil,South,City_282,1113815,2017,26/04/2017,4553302.61,4589202.37,0,,Wei Zhang,7826,6,61.97
USA,North,City_454,2040508,2012,14/04/2012,1546361.68,1578542.77,73,,John Doe,9796,7,72.87
Canada,Central,City_94,3255476,1997,20/08/1997,2898978.25,2927546,0,,Ali Khan,2786,21,99.03
Brazil,East,City_308,1790725,1998,21/08/1998,313225.52,333441.3,0,Delayed,,1537,27,58.94
India,East,City_65,3577422,2021,07/09/2021,1913882.09,1916138.54,0,Cancelled,Wei Zhang,3309,18,84.53
Brazil,Central,City_253,956673,2006,20/02/2006,28258.83,77750.95,0,Completed,Ali Khan,8617,6,74.59
UK,South,City_240,1454786,2021,21/12/2021,2052494.14,2066727.81,,Cancelled,Wei Zhang,3088,43,76.89
China,Central,City_371,3005005,2009,08/12/2009,1765016.37,1787854.73,0,,Jane Smith,6867,12,74.94
Germany,North,City_63,705083,2003,08/09/2003,398923.89,421149.44,62,Cancelled,John Doe,89,50,53.94
South Africa,South,City_131,2391382,2001,20/02/2001,3371630.42,3373428.1,,,,2779,44,81.26
USA,West,City_459,3754128,2003,06/08/2003,262318.14,263944.38,0,Unknown,Jane Smith,6387,45,73.62
UK,Central,City_213,2946662,1997,14/06/1997,3488877.78,3499911.07,,Cancelled,Ali Khan,4486,3,65.16
India,North,City_74,4524408,2005,02/01/2005,529513.87,555419.67,,,Ali Khan,3161,22,77.51
USA,South,City_49,1027163,2005,04/02/2005,3130953.25,3167235.37,,Completed,Ali Khan,7010,49,76.32
India,West,City_389,4066023,1999,15/05/1999,1074671.8,1090617.82,,,Ali Khan,3881,27,55.5
UK,South,City_344,4593914,2016,20/05/2016,,3957487.33,174,Delayed,John Doe,8195,5,55.27
Nigeria,South,City_91,1556607,1999,09/10/1999,1038737.54,1049737.18,0,,Jane Smith,3715,34,62.71
India,North,City_420,1385405,2019,26/11/2019,2320230.22,2361989.14,60,Cancelled,Jane Smith,6628,26,
Germany,West,City_100,1234370,2013,22/05/2013,4520240.65,4542408.28,,Cancelled,,2605,33,85.55
Nigeria,North,City_383,3728433,2005,25/07/2005,1189290.63,1236880.68,,,Wei Zhang,8456,19,87.86
Germany,North,City_65,437079,2002,04/02/2002,4432967.02,4441037.33,,In Progress,,490,41,57.38
Germany,Central,City_45,860406,2018,28/12/2018,3540364.27,3546321.87,,,Ali Khan,2066,4,54.95
South Africa,West,City_125,3211661,2018,19/01/2018,2661209.1,2663858.49,0,Delayed,,2087,35,
Canada,West,City_3,2674872,1997,17/03/1997,4182925.29,4230236.67,180,,Wei Zhang,8319,21,85.44
UK,South,City_391,1013437,2005,03/08/2005,618259.17,663883.14,0,Delayed,,4664,25,71.96
Canada,South,City_284,4094433,2005,26/11/2005,4449757.39,4480028.33,,Cancelled,,3807,12,56.7
USA,West,City_110,1862682,2015,24/08/2015,813755.43,855021.91,4,,,9307,29,97.41
USA,East,City_456,2617300,2002,03/01/2002,1681631.7,1711058.03,0,,Jane Smith,2362,29,82.73
UK,East,City_28,487812,2017,12/04/2017,4773942.27,4812897.65,,Cancelled,Wei Zhang,3323,18,84.15
South Africa,West,City_390,2685499,2006,08/05/2006,2186739.68,2231282.78,167,Completed,Jane Smith,3981,36,53.19
China,North,City_455,439832,2011,13/09/2011,674980.78,724871.41,0,Cancelled,,2214,13,84.69
Australia,Central,City_197,704682,2020,28/07/2020,2645637.94,2664152.89,0,Completed,Wei Zhang,66,48,90.55
Brazil,South,City_377,1884533,2001,26/04/2001,183972.95,215063.73,0,,,9548,24,94.4
UK,West,City_372,3643574,2007,27/11/2007,3005355.5,3023216.35,,Completed,Jane Smith,3552,13,86.46
South Africa,North,City_255,2438551,2005,09/11/2005,1588904.14,1584160.38,0,Delayed,Ali Khan,2733,46,
Australia,Central,City_43,2623861,2021,27/07/2021,1314218.89,1346071.83,0,Completed,Jane Smith,4685,40,64.59
Germany,North,City_401,2083391,2003,11/10/2003,4830255.91,4857930.58,82,Cancelled,Ali Khan,913,18,83.82
South Africa,West,City_174,2821318,2010,14/08/2010,2831388.94,2833673.64,,In Progress,Ali Khan,5722,5,
South Africa,East,City_4,1018437,2001,07/03/2001,1255217.39,1278508.42,0,Completed,John Doe,3436,8,52.25
Germany,West,City_347,306645,2010,04/07/2010,3933924.47,3939775.83,48,Delayed,Wei Zhang,1353,44,96.79
Canada,South,City_456,4653640,2010,10/03/2010,595251.7,634094.17,,Completed,Jane Smith,9358,10,
China,East,City_7,746660,2001,05/07/2001,4282866.56,4301247.78,,In Progress,Wei Zhang,2463,7,87.92
Brazil,West,City_201,3281174,2004,11/04/2004,4866745.34,4886139.62,0,,,6036,11,54.07
Australia,North,City_15,2626363,2005,27/05/2005,2957214.63,2988171.95,162,Cancelled,,4072,33,68.32
USA,South,City_395,1354244,2022,27/02/2022,2659770.07,2667977.92,,Cancelled,Jane Smith,9972,15,56.72
South Africa,East,City_304,,2014,22/10/2014,3754407.06,3756311.36,,Delayed,John Doe,7514,4,88.45
Germany,West,City_290,4380033,2010,15/01/2010,1303994.51,1330497.73,,,,7352,31,72.28
Brazil,South,City_7,2850555,2022,03/10/2022,4500312.62,4499394.25,,Cancelled,,65,8,80.8
Canada,Central,City_117,769654,2020,12/04/2020,2016437.07,2064034.17,0,,Ali Khan,6873,28,57
Brazil,West,City_59,2356006,1997,05/08/1997,4235311.13,4245062.41,0,,Jane Smith,8836,14,83.62
Brazil,South,City_115,2463971,2019,22/02/2019,1080577.28,1091499.87,,,Ali Khan,4902,48,
China,Central,City_40,2940460,2006,12/10/2006,3180581.65,3215502.8,,Completed,John Doe,6725,24,59.16
India,Central,City_383,1706729,1998,21/11/1998,916234.23,928307.18,153,Cancelled,Wei Zhang,4214,18,99.23
China,Central,City_52,3664012,2002,10/12/2002,3691776.48,3736491.99,28,In Progress,John Doe,1640,48,86.26
Nigeria,South,City_457,2207230,2016,04/04/2016,1567484.13,1583917.8,,,Jane Smith,1534,49,55.36
Australia,Central,City_462,3583878,2005,07/08/2005,694715.15,695726.03,27,Delayed,,7467,37,61.4
USA,North,City_323,1645361,2014,28/05/2014,3961548.8,3991719.84,,Delayed,John Doe,99,38,60.66
UK,West,City_308,3770936,2001,09/09/2001,4153518.87,4183964.3,,Cancelled,Jane Smith,4329,28,67.2
USA,North,City_298,1966733,2015,11/07/2015,4845345.63,4873843.24,55,In Progress,,6218,46,86.46
China,West,City_84,3904366,2022,08/12/2022,3375397.24,3375422.27,,,Jane Smith,5153,39,74.62
Germany,West,City_411,3555400,2013,09/12/2013,2114746.37,2157940.8,100,In Progress,Wei Zhang,6059,41,54.62
USA,West,City_384,939151,2003,10/11/2003,2239048.37,2246465.4,138,,,6504,10,84.99
China,West,City_37,4604933,2007,14/10/2007,3220975.24,3226966.4,0,,John Doe,4427,20,59.21
India,West,City_273,3948729,2017,16/11/2017,4559191.59,4555141.49,0,In Progress,,8389,21,55.91
Canada,North,City_469,4273512,2011,27/08/2011,1152039.65,1189713.53,,Cancelled,Ali Khan,8176,13,67.05
India,South,City_47,486651,2010,05/04/2010,961000.77,997316.57,110,Cancelled,Wei Zhang,6755,1,
Brazil,East,City_400,3954108,2004,01/07/2004,4132511.05,4155990.5,,,John Doe,656,41,52.26
Germany,South,City_137,1284198,2009,16/07/2009,2264983.16,2285608.23,0,Cancelled,John Doe,2330,24,93.64
Nigeria,South,City_13,642479,2008,10/11/2008,1876855.96,1910368.94,,Completed,John Doe,3230,28,80.22
China,South,City_365,2869895,2003,18/09/2003,4064861.29,4060381.96,,Cancelled,John Doe,5000,43,58.18
Brazil,North,City_182,4417542,1998,24/05/1998,3090574.41,3128829.48,77,,John Doe,2649,47,52.3
Canada,Central,City_319,4628402,1996,12/02/1996,664827.29,668768.32,0,In Progress,,6643,50,50.47
USA,West,City_306,2133494,2011,14/02/2011,641623.23,646396.72,0,In Progress,Jane Smith,3821,49,66.38
Brazil,South,City_256,3730785,2012,11/03/2012,639327.28,686120.13,,Cancelled,,7814,24,99.06
India,East,City_107,3184574,2015,21/04/2015,3077327.76,3107613.22,5,In Progress,,4562,47,54.45
Germany,Central,City_400,2875485,2015,17/01/2015,2469956.02,2484670.88,,Delayed,John Doe,2074,47,82.75
Brazil,South,City_440,25441,2017,19/08/2017,2453273.37,2460698.97,,,John Doe,591,39,66.05
Nigeria,Central,City_23,715337,2014,24/11/2014,1665638.48,1713865.9,,Cancelled,Ali Khan,2486,22,88.03
Germany,Central,City_307,4919789,2001,19/07/2001,2346269.24,2374913.71,0,Delayed,Ali Khan,7658,43,74.12
USA,South,City_169,2488993,2005,27/10/2005,3238367.19,3266444.08,0,,,9626,38,94.69
Germany,North,City_374,218110,2007,04/11/2007,3958756.72,3995758.72,168,Delayed,Jane Smith,208,16,
Germany,West,City_25,3112608,2007,27/12/2007,2115274.41,2152649.76,0,,,3529,47,67.87
USA,East,City_52,577594,2006,03/05/2006,3171850.54,3185872.28,0,Cancelled,John Doe,7838,9,62.91
USA,East,City_365,4591047,2012,14/04/2012,4125499.83,4130445.29,0,Cancelled,Wei Zhang,3543,37,77.83
Nigeria,Central,City_151,181883,2013,03/01/2013,1755600.96,1785955.61,,Cancelled,Ali Khan,2549,16,90.68
Nigeria,East,City_468,3366177,2008,27/12/2008,970174.04,1008038.92,0,Completed,Jane Smith,2890,32,53.35
Canada,East,City_271,723466,2006,02/11/2006,2615216.06,2663385.78,0,In Progress,,7528,6,66.33
Nigeria,North,City_480,1630263,2005,10/06/2005,2507663.56,2548703.94,96,In Progress,Jane Smith,4049,26,58.46
Canada,East,City_89,1545677,2021,22/01/2021,3366718.67,3408216.25,,In Progress,Wei Zhang,3056,6,65.81
Nigeria,South,City_29,3608123,2017,27/11/2017,4881366.78,4895312.18,0,,Ali Khan,2785,6,71.69
Canada,East,City_230,3350709,1997,15/11/1997,,3650534.44,174,,,3722,24,93.55
South Africa,Central,City_493,1054286,2011,28/10/2011,3076803.14,3113262.93,0,,Wei Zhang,9236,12,50.89
China,Central,City_365,2956033,2012,03/04/2012,3694647.07,3723224.2,30,Cancelled,,1356,44,54.27
Nigeria,West,City_344,1008130,2013,13/11/2013,1188667.2,1197301.7,,,,3840,2,72.33
Canada,South,City_23,2651762,1997,22/09/1997,4389419.39,4385347,,Cancelled,Wei Zhang,4500,9,
Brazil,West,City_46,,2016,02/05/2016,4177376.57,4180435.56,,Cancelled,Jane Smith,3009,46,89.78
India,South,City_397,4172318,2006,11/12/2006,1943473.94,1942081.72,48,Completed,Wei Zhang,2049,16,83.77
Australia,West,City_190,2272080,1999,21/12/1999,1733277.56,1780713.85,101,,John Doe,7833,3,82.87
USA,East,City_174,3242006,2012,03/05/2012,2648868.42,2687848.23,,Delayed,Wei Zhang,4077,39,68.97
UK,East,City_83,4398999,2009,18/04/2009,2643808.9,2667414,,Completed,Wei Zhang,406,10,89.78
China,South,City_349,3735891,2020,15/09/2020,4787936.12,4786423.02,,Completed,Jane Smith,5123,5,98.87
South Africa,Central,City_67,2872827,2013,28/04/2013,703950.35,714645.72,96,,,589,23,82.53
Germany,Central,City_50,4102077,1998,08/02/1998,4193298.44,4203752.59,0,Cancelled,John Doe,9481,36,63.57
China,East,City_473,1343364,2000,15/01/2000,1279129.38,1314689.74,0,,Jane Smith,8145,18,54.09
India,South,City_11,2098519,2016,25/09/2016,2397351.74,2433210.15,0,Cancelled,John Doe,1891,10,91.53
South Africa,North,City_318,2383005,2016,08/05/2016,4823719.3,4865335.56,0,Cancelled,John Doe,4614,11,74.18
South Africa,South,City_215,3810220,2000,23/06/2000,3318002.04,3338687.83,,Completed,Jane Smith,5174,31,
Nigeria,South,City_303,502081,2005,09/03/2005,747120.08,775258.93,0,Cancelled,Wei Zhang,2665,31,90.58
USA,Central,City_14,1065744,2021,06/07/2021,2935236.77,2933863.81,0,Delayed,Jane Smith,9407,42,90.36
South Africa,West,City_160,4178397,2007,08/01/2007,881614.34,931008.64,,,Jane Smith,6605,47,75.8
Australia,Central,City_349,4143151,2010,05/10/2010,4941659.84,4948862.23,,Unknown,Jane Smith,8316,13,58.82
Germany,West,City_401,2016442,2004,20/09/2004,4026380.39,4053174.23,122,Completed,John Doe,3835,25,74.53
South Africa,West,City_16,4849777,2015,07/08/2015,1971082.16,1999852.57,,Delayed,Wei Zhang,9383,17,83.39
UK,North,City_315,849373,2016,17/08/2016,4137729.1,4162044.18,,,Jane Smith,265,12,81.53
Brazil,South,City_399,2431095,2011,12/09/2011,962988.55,986076.94,,Delayed,,4439,25,92.02
Brazil,North,City_494,2761813,1999,17/12/1999,672115.39,669677.67,,Completed,Wei Zhang,7655,1,64.09
China,North,City_365,2477736,2010,17/07/2010,4873817.16,4893505.43,,Cancelled,Wei Zhang,9398,22,63.41
South Africa,North,City_272,3798459,1998,01/06/1998,84722.12,105291.38,,,Ali Khan,6080,30,99.47
Nigeria,East,City_471,506956,2021,27/01/2021,4906187.66,4916452.64,20,Completed,Ali Khan,1246,21,98.14
Nigeria,West,City_24,3072822,2005,21/04/2005,2599834.35,2616516.21,,Delayed,Jane Smith,4388,21,
Germany,West,City_257,1504446,2012,23/01/2012,4679999.28,4721375.8,0,Cancelled,Wei Zhang,1813,7,58.77
Brazil,West,City_127,2656835,2017,19/06/2017,1785309.86,1785116.98,0,Completed,,4849,13,
USA,Central,City_248,4924303,2008,01/06/2008,2167398.32,2195404.16,150,Cancelled,Wei Zhang,3516,10,60.78
UK,Central,City_397,1137341,2007,25/08/2007,337826.8,344443.87,,In Progress,Wei Zhang,9317,42,95.26
Nigeria,Central,City_142,397244,2008,17/06/2008,214678.53,236849.98,0,Cancelled,,6857,19,80.52
Canada,North,City_417,3317300,2010,10/04/2010,4694313.92,4690432.19,,,,3020,6,97.46
Canada,East,City_71,3240724,2022,10/06/2022,1077672.14,1095969.87,0,,,2407,27,
UK,Central,City_360,3216113,2008,18/02/2008,203805.94,227511.36,,,Jane Smith,4988,7,68.33
Germany,East,City_145,698554,2022,25/02/2022,3823157.21,3833712.81,0,Cancelled,,8566,23,79.72
Nigeria,West,City_491,3030395,2001,02/02/2001,2212061.76,2229990.3,,,John Doe,1365,6,59.42
South Africa,Central,City_414,937245,2002,15/05/2002,3619211.98,3639430.96,146,Cancelled,John Doe,7501,14,73.05
Canada,East,City_6,2630805,2015,06/07/2015,2222016.85,2258277.67,150,Cancelled,,2718,42,80.37
China,West,City_433,622532,2002,18/09/2002,3050560.02,3063585.74,0,In Progress,Jane Smith,2437,8,64.26
Canada,South,City_8,375971,2012,26/04/2012,4327247.22,4369161.08,,Completed,Wei Zhang,2485,32,
Nigeria,East,City_110,1301474,1997,06/12/1997,1383942.14,1404609.95,0,Completed,,2022,36,55.4
Brazil,Central,City_395,4308246,2001,07/08/2001,836004.61,838650.02,0,Cancelled,Jane Smith,3119,36,82.29
India,West,City_337,1921917,2012,09/08/2012,577017.3,575923.51,88,Delayed,Wei Zhang,3725,28,74.2
Nigeria,East,City_170,1926580,1998,18/08/1998,1355299.02,1352886.78,,,,9358,24,77.14
South Africa,South,City_222,4417895,2014,13/10/2014,799803.03,846357.72,,Completed,,2341,40,92.2
South Africa,Central,City_162,3023901,2019,15/12/2019,4791789.96,4832247.12,0,In Progress,Wei Zhang,5245,31,66.63
Nigeria,South,City_446,2093093,1999,05/02/1999,2398209.75,2394170.36,,In Progress,,6550,11,80.58
South Africa,North,City_323,2876705,2015,07/06/2015,4734543.65,4765096.62,0,Cancelled,Ali Khan,3726,12,98.39
UK,North,City_264,1258600,2013,12/08/2013,1116672.24,1152373.51,,In Progress,,2281,29,
Germany,East,City_30,5466,2014,16/07/2014,4846975.02,4847961.12,0,,,569,35,62.26
USA,Central,City_60,1458560,2022,11/07/2022,107939,138428.23,0,,Ali Khan,3557,39,78.89
Canada,East,City_266,,2006,06/11/2006,255744.26,264224.37,171,Delayed,,1524,11,52.84
China,South,City_114,1342957,2020,11/01/2020,4219107.51,4233897.06,75,Cancelled,Ali Khan,9205,15,89.25
Nigeria,South,City_130,2468752,2006,28/02/2006,4142775.19,4165058.08,98,In Progress,,6956,4,94.69
Canada,South,City_317,369483,2021,02/03/2021,3342979.28,3373851.54,,Completed,Jane Smith,1463,23,98.89
UK,West,City_2,2094069,2002,12/06/2002,1578047.67,1600218.26,146,In Progress,Wei Zhang,1827,36,66.02
Canada,South,City_459,2853672,2019,01/08/2019,71024.31,117812.38,,Completed,Wei Zhang,3425,3,53.81
India,North,City_12,442659,2003,06/02/2003,371672.14,367168.58,0,Completed,Wei Zhang,5371,40,93.12
Brazil,East,City_5,1859444,2019,06/10/2019,3062119.86,3079363.95,0,In Progress,,186,28,63.91
Brazil,South,City_405,987207,2000,13/11/2000,1920754.35,1952574.18,,Completed,Wei Zhang,2378,41,69.88
China,Central,City_151,4512459,2018,11/12/2018,1975027.51,2006151.97,170,In Progress,Wei Zhang,345,46,56.83
Canada,North,City_274,717229,2019,13/08/2019,4591534.65,4625049.95,0,Cancelled,Jane Smith,7006,34,65.13
India,Central,City_132,2097385,2009,08/10/2009,2527053.18,2576071.36,,Completed,,8880,5,67.12
Brazil,North,City_440,798911,2015,25/11/2015,1631461.97,1657862.1,0,Completed,,4125,48,88.98
Brazil,East,City_201,3823931,1999,27/11/1999,2954161.66,2985947.79,116,,,6384,27,83.67
Canada,North,City_152,1762887,2014,13/07/2014,1212479.74,1219956.65,17,Delayed,,329,8,54.83
Australia,South,City_285,2486142,2013,18/06/2013,1078618.29,1092882.81,15,,Ali Khan,9226,3,64.55
